user_id,result
8,0.6053414204900542
45,0.7107713630449284
73,0.07519983910975128
129,0.30106689605497877
194,0.2645557037715961
228,0.9169313398160254
351,0.06622737392532818
398,0.0735863505510235
409,0.0740197432940535
411,0.46623902032543457
413,0.15934371683232484
419,0.6897749340482486
431,0.4415874255038122
461,0.11508837512353773
509,0.7734596384153336
556,0.1931898532553259
591,0.8287528360213555
596,0.5744075504208488
627,0.20542743720487777
633,0.13856733838040974
652,0.5961251078324472
697,0.23666784363370677
829,0.07837127441875996
836,0.8960309823904569
885,0.3985687719248497
928,0.07157224394763297
929,0.4187603138513431
948,0.9786791440887451
979,0.6343339136220005
1066,0.09050500014868094
1108,0.08547783931606814
1115,0.07596876656965752
1119,0.6160935775274722
1197,0.9699256869245604
1229,0.19950361245196294
1247,0.07090874265630973
1259,0.5523778703034656
1266,0.15205270187012904
1271,0.08650222778960243
1336,0.5293618800185607
1341,0.8952925282617131
1369,0.9282014400603859
1370,0.9006092204728263
1374,0.5992857162524524
1432,0.08379741485237555
1504,0.22564481969442426
1537,0.19602502224804844
1560,0.1334371950375443
1568,0.09032673914220722
1607,0.7950350221847172
1644,0.10564457245782824
1657,0.07341394785068908
1704,0.07190678266157366
1762,0.6664642889635691
1764,0.4657389641646035
1822,0.36090234359562906
1867,0.5018894159035256
1875,0.06419315113347694
1893,0.9899800678801125
1914,0.8805078056706882
1927,0.5257726118279898
1969,0.5576857825723416
1988,0.88351294870017
1995,0.07341394785068908
2084,0.9736374943697076
2094,0.24075985535969907
2116,0.3556262200206473
2122,0.44489444595757777
2130,0.3083168426828486
2137,0.14689581975668342
2254,0.32843953806189663
2279,0.8092635201998797
2322,0.0884947928960006
2328,0.0735863505510235
2332,0.0649609817861835
2387,0.3257118114194567
2423,0.5237929987413019
2433,0.9793025041600887
2451,0.8962550486430275
2456,0.0721901198103561
2461,0.9105975381162752
2470,0.23132273257959624
2513,0.6059672546440801
2593,0.08715823068445282
2620,0.9645155606703424
2706,0.23693699184809228
2752,0.5522589902974882
2799,0.9795082893986012
2874,0.6802563775109479
2965,0.2072974538776912
2988,0.8734419448233557
2993,0.987539874961159
2997,0.9760155508287065
3007,0.06326416222695724
3012,0.0796412936252369
3093,0.34422364095257935
3122,0.6375323959391779
3214,0.992152897188422
3227,0.045167934200974445
3247,0.8188129434664609
3315,0.116533682111155
3326,0.10905766119073666
3391,0.08048754582989978
3409,0.07596876656965752
3446,0.8234803102399068
3456,0.6024372457324538
3470,0.47721207000581345
3482,0.9151064888877822
3500,0.08162047956205698
3541,0.5768273985533311
3565,0.07596876656965752
3579,0.2928979246098686
3598,0.48149380071433195
3635,0.9688575423905843
3654,0.3356819243303992
3662,0.1358437705990682
3666,0.18190344352431412
3675,0.9901821089661831
3678,0.8755456704900003
3684,0.042725227301265156
3714,0.49609695539102033
3758,0.13922325086434556
3780,0.07648188137560971
3812,0.9848644911952754
3814,0.5860640291820084
3852,0.1129477202262497
3856,0.5683058809073982
3867,0.13204228964719486
3909,0.04615163639484877
3916,0.07596876656965752
3966,0.5548052251032914
3970,0.06496300058885644
3971,0.07372896585836713
3973,0.10918184521788729
4008,0.2279348096239968
4014,0.04430506575480128
4024,0.055317154764238013
4050,0.5967312192950925
4155,0.9110192937428884
4165,0.9918217617628107
4183,0.4317036709012793
4203,0.31674948651104157
4250,0.07180181738536465
4288,0.06488782668819462
4295,0.980932647127643
4326,0.760840565292279
4431,0.5447840892317228
4436,0.9867461567880395
4454,0.1183528826471171
4458,0.5802673125426724
4495,0.9262355764098589
4496,0.9224657287413267
4529,0.08412272370493314
4532,0.08248958054430666
4549,0.4650364199235153
4583,0.07090874265630973
4596,0.11404832577060778
4636,0.27527612894230286
4644,0.18497009357671051
4662,0.07409565566005309
4707,0.781299356147966
4733,0.0748889169104893
4737,0.5419927086637655
4753,0.9423397479133566
4757,0.8656949237497386
4764,0.6554249142448324
4766,0.7215789273365159
4827,0.9898681420685445
4949,0.11527293495258059
4962,0.9727880445329282
5026,0.07409565566005309
5027,0.49605504055964267
5050,0.4321190128849036
5100,0.07968999200418857
5117,0.06310938897775457
5125,0.8467988429986256
5133,0.7648420615066481
5161,0.705356882948341
5173,0.18417066729500126
5176,0.1359890167263394
5257,0.0735863505510235
5289,0.8963370420886149
5292,0.9438092279183877
5311,0.840562159789157
5316,0.08111413179516604
5320,0.989371975536409
5337,0.12187040660883436
5357,0.6484886302849984
5362,0.9590738083080376
5380,0.9416536447030275
5390,0.0735863505510235
5411,0.9811335309740515
5428,0.0796412936252369
5477,0.8355951149014028
5493,0.8190761960899805
5494,0.07596876656965752
5510,0.22088204592833888
5519,0.14100468284289117
5524,0.8029844872475107
5525,0.697666635194818
5555,0.14634156632738995
5574,0.1770916082675076
5648,0.1328861666502195
5763,0.9874360423138719
5773,0.1527209814117083
5920,0.986848569637599
6006,0.31462272893978666
6107,0.08048754582989978
6134,0.08213747883597111
6165,0.19663500366669406
6213,0.11500505218226124
6234,0.9052450193636338
6272,0.9488534062461949
6274,0.9273974910990632
6276,0.9681936478616568
6337,0.05035095536827573
6416,0.06032520965838789
6442,0.12867915286080886
6478,0.9889549014562061
6522,0.2746028051570305
6591,0.08768751690571824
6616,0.24797406003001307
6633,0.7910262788297902
6687,0.5921966464736452
6694,0.7080308976282628
6705,0.9688228093297034
6749,0.0826340717920063
6784,0.14043674679885065
6909,0.959937950302627
6912,0.07199045723740101
6965,0.23627629479361137
6969,0.8344998835934943
6991,0.5940983002456883
6994,0.08159736881617112
7063,0.9882732453961462
7129,0.08108006799223706
7267,0.0735863505510235
7281,0.07596876656965752
7289,0.6823653843944433
7293,0.34933745937950533
7309,0.15683483491113284
7313,0.44431378766167984
7333,0.14860633095199657
7377,0.21747132858840185
7384,0.07596876656965752
7415,0.10206915286435378
7421,0.04500888071798416
7441,0.3498257743404366
7452,0.28701207124571104
7491,0.3723873071211331
7505,0.9322074441080606
7573,0.6975439032287464
7580,0.7827562351295924
7593,0.7608948187049176
7675,0.13997414163557012
7746,0.8938401309657852
7839,0.07761712615260583
7845,0.3477133602625693
7877,0.18813167919896204
7881,0.07090874265630973
7936,0.7141713878443839
7946,0.743049065807657
7985,0.6324964305189018
8019,0.9749038460608536
8073,0.12849299206086826
